Analysis,Individual Technique Name,Time of Administration,Prediction,Outcome,Suboutcome,OutlierRemove,N,j,n,k,Hedgesg,CI,z,p,Q,tau2.studylevel,tau2.outcomelevel,I2,Q.pval
Individual Technique,Thought suppression,Immediate post,All,Intrusion frequency,Lab-based intrusion monitoring task,no,200,2,2,4,0.147040315," [-0.24, 0.54]",0.740873717,0.458770013,5.063325854,2.46657E-11,0.064818687,41.15165514,0.167218411
Individual Technique,Trauma reminder + pub quiz,Immediate post,All,Intrusion frequency,Lab-based intrusion monitoring task,no,135,1,2,2,0.638776224," [0.22, 1.06]",2.986968188,0.00281759,0.152297586,6.80728E-13,6.80728E-13,1.46772E-09,0.696349302
Individual Technique,Trauma reminder + tetris vs. Trauma reminder,Immediate post,All,Intrusion frequency,Lab-based intrusion monitoring task,no,364,5,7,10,0.855599613," [0.65, 1.06]",8.298915387,1.05066E-16,2.484457956,8.05935E-13,5.92061E-15,7.60452E-10,0.981298548
Individual Technique,Unconscious imagery re-experience,Immediate post,All,Intrusion frequency,Lab-based intrusion monitoring task,no,149,1,1,1,0.46274," [-0.09, 1.01]",1.646694378,0.09962088,NA,NA,NA,NA,NA
Individual Technique,Unconscious vs. Conscious imagery re-experience,Immediate post,All,Intrusion frequency,Lab-based intrusion monitoring task,no,149,1,1,1,0.60707," [0.10, 1.11]",2.362325405,0.018160694,NA,NA,NA,NA,NA
Individual Technique,Wakeful rest,Immediate post,All,Intrusion frequency,Lab-based intrusion monitoring task,no,45,1,1,1,0.37558," [-0.04, 0.79]",1.766012312,0.077393783,NA,NA,NA,NA,NA
Individual Technique,Attentional bias modification,Immediate post,All,Intrusion frequency,Lab-based intrusion monitoring task,yes,45,1,1,1,0.82222," [0.21, 1.43]",2.647589922,0.00810678,NA,NA,NA,NA,NA
Individual Technique,Block rehearsal + thought suppression,Immediate post,All,Intrusion frequency,Lab-based intrusion monitoring task,yes,120,1,1,2,0.062444038," [-0.34, 0.46]",0.305817302,0.759743754,0.016357696,0,6.53364E-12,7.83551E-09,0.898230321
Individual Technique,Challenged vs. Unchallenged memory,Immediate post,All,Intrusion frequency,Lab-based intrusion monitoring task,yes,61,1,1,1,0.75625," [0.38, 1.13]",3.968076818,7.2455E-05,NA,NA,NA,NA,NA
Individual Technique,Film-related rumination,Immediate post,All,Intrusion frequency,Lab-based intrusion monitoring task,yes,116,1,2,6,0.049370597," [-0.16, 0.26]",0.45869945,0.646450009,4.983194586,0,6.08338E-11,8.75167E-08,0.41793459
Individual Technique,Hyperventilation provocation + thought suppression,Immediate post,All,Intrusion frequency,Lab-based intrusion monitoring task,yes,120,1,1,2,-0.25485232," [-0.66, 0.15]",-1.24208337,0.214205804,0.436857298,0,2.94657E-12,3.49929E-09,0.508643217
Individual Technique,Imagery re-experience,Immediate post,All,Intrusion frequency,Lab-based intrusion monitoring task,yes,149,1,1,1,-0.10385," [-0.72, 0.51]",-0.332842989,0.739252806,NA,NA,NA,NA,NA
Individual Technique,Memorize numbers,Immediate post,All,Intrusion frequency,Lab-based intrusion monitoring task,yes,80,1,1,2,-0.126865885," [-0.57, 0.31]",-0.565899357,0.571462199,0.506014238,0,7.21332E-13,7.176E-10,0.476869371
Individual Technique,Memorize numbers + thought suppression,Immediate post,All,Intrusion frequency,Lab-based intrusion monitoring task,yes,200,2,2,4,0.256428121," [-0.04, 0.55]",1.692199088,0.09060802,0.755179281,5.48706E-12,0,5.95879E-09,0.860154711
Individual Technique,Mindfulness vs. Muscle relaxation,Immediate post,All,Intrusion frequency,Lab-based intrusion monitoring task,yes,60,1,1,2,-0.079849944," [-0.46, 0.30]",-0.410798945,0.681219967,0.012474667,0,5.05759E-12,6.69303E-09,0.91106917
Individual Technique,Negative expectation towards intrusion,Immediate post,All,Intrusion frequency,Lab-based intrusion monitoring task,yes,89,1,1,1,0.05377," [-0.43, 0.54]",0.216688952,0.828450758,NA,NA,NA,NA,NA
Individual Technique,Positive expectation towards intrusion,Immediate post,All,Intrusion frequency,Lab-based intrusion monitoring task,yes,89,1,1,1,0.22186," [-0.31, 0.75]",0.824524936,0.409641353,NA,NA,NA,NA,NA
Individual Technique,Prosocial behavior,Immediate post,All,Intrusion frequency,Lab-based intrusion monitoring task,yes,90,1,1,1,0.52366," [0.09, 0.96]",2.358946956,0.018326875,NA,NA,NA,NA,NA
Individual Technique,Rem sleep,Immediate post,All,Intrusion frequency,Lab-based intrusion monitoring task,yes,41,1,1,1,0.50993," [-0.11, 1.13]",1.606207694,0.108228283,NA,NA,NA,NA,NA
Individual Technique,Sad induction,Immediate post,All,Intrusion frequency,Lab-based intrusion monitoring task,yes,81,1,1,2,0.02096731," [-0.35, 0.40]",0.109770478,0.912591405,0.058755379,0,5.23128E-12,7.16908E-09,0.80847404
Individual Technique,Self efficacy,Immediate post,All,Intrusion frequency,Lab-based intrusion monitoring task,yes,74,1,1,2,-0.095817892," [-0.50, 0.31]",-0.466032537,0.641192211,0.322131766,0,4.02584E-12,4.75755E-09,0.570329339
Individual Technique,Sleep,Immediate post,All,Intrusion frequency,Lab-based intrusion monitoring task,yes,135,2,2,2,0.237056216," [-0.10, 0.58]",1.361403162,0.173386318,0.124041432,3.32185E-12,3.32544E-12,1.07911E-08,0.724691905
Individual Technique,Thought suppression,Immediate post,All,Intrusion frequency,Lab-based intrusion monitoring task,yes,200,2,2,4,0.147040315," [-0.24, 0.54]",0.740873717,0.458770013,5.063325854,2.46657E-11,0.064818687,41.15165514,0.167218411
Individual Technique,Trauma reminder + pub quiz,Immediate post,All,Intrusion frequency,Lab-based intrusion monitoring task,yes,135,1,2,2,0.638776224," [0.22, 1.06]",2.986968188,0.00281759,0.152297586,6.80728E-13,6.80728E-13,1.46772E-09,0.696349302
Individual Technique,Trauma reminder + tetris vs. Trauma reminder,Immediate post,All,Intrusion frequency,Lab-based intrusion monitoring task,yes,364,5,7,10,0.855599613," [0.65, 1.06]",8.298915387,1.05066E-16,2.484457956,8.05935E-13,5.92061E-15,7.60452E-10,0.981298548
Individual Technique,Unconscious imagery re-experience,Immediate post,All,Intrusion frequency,Lab-based intrusion monitoring task,yes,149,1,1,1,0.46274," [-0.09, 1.01]",1.646694378,0.09962088,NA,NA,NA,NA,NA
Individual Technique,Unconscious vs. Conscious imagery re-experience,Immediate post,All,Intrusion frequency,Lab-based intrusion monitoring task,yes,149,1,1,1,0.60707," [0.10, 1.11]",2.362325405,0.018160694,NA,NA,NA,NA,NA
Individual Technique,Wakeful rest,Immediate post,All,Intrusion frequency,Lab-based intrusion monitoring task,yes,45,1,1,1,0.37558," [-0.04, 0.79]",1.766012312,0.077393783,NA,NA,NA,NA,NA
Individual Technique,Clay modeling,Peri,All,Intrusion frequency,Lab-based intrusion monitoring task,no,86,1,1,1,0.74422," [0.20, 1.29]",2.668373875,0.007621939,NA,NA,NA,NA,NA
Individual Technique,Contextual information,Peri,All,Intrusion frequency,Lab-based intrusion monitoring task,no,110,1,1,2,-0.121696925," [-0.97, 0.72]",-0.282657986,0.777439025,6.547827518,0,0.314117994,84.72775896,0.01050123
Individual Technique,Emotional acceptance,Peri,All,Intrusion frequency,Lab-based intrusion monitoring task,no,89,1,1,1,0.85607," [0.31, 1.40]",3.063991916,0.002184048,NA,NA,NA,NA,NA
Individual Technique,Emotional suppression,Peri,All,Intrusion frequency,Lab-based intrusion monitoring task,no,171,2,2,2,0.464539092," [0.12, 0.81]",2.641261503,0.008259794,0.048964609,1.85172E-07,1.85172E-07,0.000564417,0.824874826
Individual Technique,Hyperventilation provocation test (hvpt),Peri,All,Intrusion frequency,Lab-based intrusion monitoring task,no,65,1,1,1,-0.60722," [-1.22, 0.00]",-1.946040581,0.051649865,NA,NA,NA,NA,NA
Individual Technique,Memorize numbers,Peri,All,Intrusion frequency,Lab-based intrusion monitoring task,no,65,1,1,1,-0.81964," [-1.44, -0.20]",-2.580517939,0.009865223,NA,NA,NA,NA,NA
Individual Technique,Number counting,Peri,All,Intrusion frequency,Lab-based intrusion monitoring task,no,86,1,1,1,0.45291," [-0.06, 0.97]",1.715385558,0.086274561,NA,NA,NA,NA,NA
Individual Technique,Clay modeling,Peri,All,Intrusion frequency,Lab-based intrusion monitoring task,yes,86,1,1,1,0.74422," [0.20, 1.29]",2.668373875,0.007621939,NA,NA,NA,NA,NA
Individual Technique,Contextual information,Peri,All,Intrusion frequency,Lab-based intrusion monitoring task,yes,110,1,1,1,0.30843," [-0.16, 0.77]",1.30036019,0.193477548,NA,NA,NA,NA,NA
Individual Technique,Emotional acceptance,Peri,All,Intrusion frequency,Lab-based intrusion monitoring task,yes,89,1,1,1,0.85607," [0.31, 1.40]",3.063991916,0.002184048,NA,NA,NA,NA,NA
Individual Technique,Emotional suppression,Peri,All,Intrusion frequency,Lab-based intrusion monitoring task,yes,171,2,2,2,0.464539092," [0.12, 0.81]",2.641261503,0.008259794,0.048964609,1.85172E-07,1.85172E-07,0.000564417,0.824874826
Individual Technique,Hyperventilation provocation test (hvpt),Peri,All,Intrusion frequency,Lab-based intrusion monitoring task,yes,65,1,1,1,-0.60722," [-1.22, 0.00]",-1.946040581,0.051649865,NA,NA,NA,NA,NA
Individual Technique,Number counting,Peri,All,Intrusion frequency,Lab-based intrusion monitoring task,yes,86,1,1,1,0.45291," [-0.06, 0.97]",1.715385558,0.086274561,NA,NA,NA,NA,NA
Individual Technique,High vs. Low self efficacy,Pre,All,Intrusion frequency,Lab-based intrusion monitoring task,no,33,1,1,1,0.90258," [0.19, 1.62]",2.468731235,0.013559302,NA,NA,NA,NA,NA
Individual Technique,Low vs. High resistance to proactive interference,Pre,All,Intrusion frequency,Lab-based intrusion monitoring task,no,54,1,1,2,0.047698004," [-0.33, 0.43]",0.247635701,0.804416286,0.005912024,0,4.81055E-12,6.48321E-09,0.9387113
Individual Technique,Nicotine,Pre,All,Intrusion frequency,Lab-based intrusion monitoring task,no,54,1,1,1,-0.7719," [-1.32, -0.22]",-2.736086304,0.006217472,NA,NA,NA,NA,NA
Individual Technique,Positive vs. Negative cbm training,Pre,All,Intrusion frequency,Lab-based intrusion monitoring task,no,48,1,1,2,0.543752779," [0.14, 0.95]",2.615905067,0.00889913,0.000420997,0,6.84701E-12,7.9234E-09,0.983629986
Individual Technique,Sad induction,Pre,All,Intrusion frequency,Lab-based intrusion monitoring task,no,81,1,1,2,0.33647968," [-0.04, 0.71]",1.749291953,0.080240566,0.078490057,0,5.72056E-12,7.73049E-09,0.779354163
Individual Technique,Self efficacy,Pre,All,Intrusion frequency,Lab-based intrusion monitoring task,no,113,1,1,2,-0.106635426," [-0.43, 0.21]",-0.652357123,0.514170818,0.056359817,0,6.25327E-12,1.16993E-08,0.812344763
Individual Technique,Tetris,Pre,All,Intrusion frequency,Lab-based intrusion monitoring task,no,56,1,1,1,-0.13001," [-0.65, 0.39]",-0.485948058,0.627003994,NA,NA,NA,NA,NA
Individual Technique,High vs. Low self efficacy,Pre,All,Intrusion frequency,Lab-based intrusion monitoring task,yes,33,1,1,1,0.90258," [0.19, 1.62]",2.468731235,0.013559302,NA,NA,NA,NA,NA
Individual Technique,Low vs. High resistance to proactive interference,Pre,All,Intrusion frequency,Lab-based intrusion monitoring task,yes,54,1,1,2,0.047698004," [-0.33, 0.43]",0.247635701,0.804416286,0.005912024,0,4.81055E-12,6.48321E-09,0.9387113
Individual Technique,Positive vs. Negative cbm training,Pre,All,Intrusion frequency,Lab-based intrusion monitoring task,yes,48,1,1,2,0.543752779," [0.14, 0.95]",2.615905067,0.00889913,0.000420997,0,6.84701E-12,7.9234E-09,0.983629986
Individual Technique,Sad induction,Pre,All,Intrusion frequency,Lab-based intrusion monitoring task,yes,81,1,1,2,0.33647968," [-0.04, 0.71]",1.749291953,0.080240566,0.078490057,0,5.72056E-12,7.73049E-09,0.779354163
Individual Technique,Self efficacy,Pre,All,Intrusion frequency,Lab-based intrusion monitoring task,yes,113,1,1,2,-0.106635426," [-0.43, 0.21]",-0.652357123,0.514170818,0.056359817,0,6.25327E-12,1.16993E-08,0.812344763
Individual Technique,Tetris,Pre,All,Intrusion frequency,Lab-based intrusion monitoring task,yes,56,1,1,1,-0.13001," [-0.65, 0.39]",-0.485948058,0.627003994,NA,NA,NA,NA,NA
Individual Technique,Pre-neutral vs. Pre-negative trauma reminder,Delayed post,All,Intrusion frequency,Self-report questionnaire,no,173,1,1,1,0.21769," [-0.19, 0.63]",1.040782851,0.297976341,NA,NA,NA,NA,NA
Individual Technique,Pre-vs. Post-extinction using trauma reminder,Delayed post,All,Intrusion frequency,Self-report questionnaire,no,336,2,2,4,-0.173570113," [-0.47, 0.12]",-1.166008405,0.243611047,2.408541999,0.020472862,4.02621E-12,32.85410522,0.492046513
Individual Technique,Sleep-directed hypnosis,Delayed post,All,Intrusion frequency,Self-report questionnaire,no,181,1,1,1,0.10768," [-0.18, 0.40]",0.723567455,0.469331327,NA,NA,NA,NA,NA
Individual Technique,Trauma reminder + extinction vs. Extinction,Delayed post,All,Intrusion frequency,Self-report questionnaire,no,336,2,2,4,-0.18278104," [-0.82, 0.45]",-0.564534677,0.572390307,7.616438463,0.180473999,5.71067E-13,80.08884861,0.054640932
Individual Technique,Pre-neutral vs. Pre-negative trauma reminder,Delayed post,All,Intrusion frequency,Self-report questionnaire,yes,173,1,1,1,0.21769," [-0.19, 0.63]",1.040782851,0.297976341,NA,NA,NA,NA,NA
Individual Technique,Pre-vs. Post-extinction using trauma reminder,Delayed post,All,Intrusion frequency,Self-report questionnaire,yes,336,2,2,4,-0.173570113," [-0.47, 0.12]",-1.166008405,0.243611047,2.408541999,0.020472862,4.02621E-12,32.85410522,0.492046513
Individual Technique,Sleep-directed hypnosis,Delayed post,All,Intrusion frequency,Self-report questionnaire,yes,181,1,1,1,0.10768," [-0.18, 0.40]",0.723567455,0.469331327,NA,NA,NA,NA,NA
Individual Technique,Trauma reminder + extinction vs. Extinction,Delayed post,All,Intrusion frequency,Self-report questionnaire,yes,336,2,2,4,-0.18278104," [-0.82, 0.45]",-0.564534677,0.572390307,7.616438463,0.180473999,5.71067E-13,80.08884861,0.054640932
Individual Technique,Film-related rumination,Immediate + delayed post,All,Intrusion frequency,Self-report questionnaire,no,82,1,1,1,-0.31531," [-0.75, 0.12]",-1.410037955,0.158528476,NA,NA,NA,NA,NA
Individual Technique,Film-related rumination,Immediate + delayed post,All,Intrusion frequency,Self-report questionnaire,yes,82,1,1,1,-0.31531," [-0.75, 0.12]",-1.410037955,0.158528476,NA,NA,NA,NA,NA
Individual Technique,Autobiographical memory elaboration,Immediate post,All,Intrusion frequency,Self-report questionnaire,no,315,3,3,5,0.034485943," [-0.17, 0.24]",0.3274097,0.743358031,4.238544532,1.60732E-12,0.004502056,8.101563109,0.374683901
Individual Technique,Conceptual vs. Data-driven processing,Immediate post,All,Intrusion frequency,Self-report questionnaire,no,34,1,1,1,0.58175," [-0.12, 1.28]",1.636274414,0.101782168,NA,NA,NA,NA,NA
Individual Technique,Concrete processing,Immediate post,All,Intrusion frequency,Self-report questionnaire,no,83,1,1,2,0.306304231," [-0.07, 0.68]",1.595685282,0.110559076,0.283691724,0,5.23065E-12,7.09722E-09,0.594291676
Individual Technique,Concrete processing vs. Film-related rumination,Immediate post,All,Intrusion frequency,Self-report questionnaire,no,83,1,1,2,0.216713897," [-0.15, 0.59]",1.143375268,0.252882816,0.018730232,0,6.40337E-12,8.91213E-09,0.89114269
Individual Technique,Detached mindfulness,Immediate post,All,Intrusion frequency,Self-report questionnaire,no,56,1,1,1,0.94608," [0.16, 1.73]",2.373814616,0.017605387,NA,NA,NA,NA,NA
Individual Technique,Emotional acceptance,Immediate post,All,Intrusion frequency,Self-report questionnaire,no,56,1,1,1,0.61137," [-0.15, 1.37]",1.58100849,0.113876097,NA,NA,NA,NA,NA
Individual Technique,Film-related rumination,Immediate post,All,Intrusion frequency,Self-report questionnaire,no,241,3,3,6,-0.01827419," [-0.23, 0.19]",-0.171900604,0.863515672,3.702130311,7.89542E-12,0,1.16275E-08,0.593046972
Individual Technique,Film-related rumination vs. Autobiographical memory elaboration,Immediate post,All,Intrusion frequency,Self-report questionnaire,no,101,1,1,2,0.073651172," [-0.27, 0.41]",0.424979316,0.670851753,0.922665587,0,5.31295E-12,8.8446E-09,0.336776048
Individual Technique,Imagery re-experience,Immediate post,All,Intrusion frequency,Self-report questionnaire,no,122,1,1,1,0.37057," [-0.07, 0.81]",1.663612538,0.096189885,NA,NA,NA,NA,NA
Individual Technique,Imaginary re-exposure,Immediate post,All,Intrusion frequency,Self-report questionnaire,no,56,1,1,1,0.24648," [-0.50, 0.99]",0.649661948,0.515910609,NA,NA,NA,NA,NA
Individual Technique,Sad vs. Humor induction,Immediate post,All,Intrusion frequency,Self-report questionnaire,no,184,1,1,1,-0.3803," [-0.67, -0.09]",-2.555724863,0.010596687,NA,NA,NA,NA,NA
Individual Technique,Trauma reminder + d-corsi vs. Trauma reminder,Immediate post,All,Intrusion frequency,Self-report questionnaire,no,107,1,1,1,0.71311," [0.22, 1.20]",2.851006011,0.004358115,NA,NA,NA,NA,NA
Individual Technique,Trauma reminder + tetris vs. Trauma reminder,Immediate post,All,Intrusion frequency,Self-report questionnaire,no,107,1,1,1,0.98697," [0.48, 1.50]",3.783689049,0.000154521,NA,NA,NA,NA,NA
Individual Technique,Autobiographical memory elaboration,Immediate post,All,Intrusion frequency,Self-report questionnaire,yes,315,3,3,5,0.034485943," [-0.17, 0.24]",0.3274097,0.743358031,4.238544532,1.60732E-12,0.004502056,8.101563109,0.374683901
Individual Technique,Conceptual vs. Data-driven processing,Immediate post,All,Intrusion frequency,Self-report questionnaire,yes,34,1,1,1,0.58175," [-0.12, 1.28]",1.636274414,0.101782168,NA,NA,NA,NA,NA
Individual Technique,Concrete processing,Immediate post,All,Intrusion frequency,Self-report questionnaire,yes,83,1,1,2,0.306304231," [-0.07, 0.68]",1.595685282,0.110559076,0.283691724,0,5.23065E-12,7.09722E-09,0.594291676
Individual Technique,Concrete processing vs. Film-related rumination,Immediate post,All,Intrusion frequency,Self-report questionnaire,yes,83,1,1,2,0.216713897," [-0.15, 0.59]",1.143375268,0.252882816,0.018730232,0,6.40337E-12,8.91213E-09,0.89114269
Individual Technique,Detached mindfulness,Immediate post,All,Intrusion frequency,Self-report questionnaire,yes,56,1,1,1,0.94608," [0.16, 1.73]",2.373814616,0.017605387,NA,NA,NA,NA,NA
Individual Technique,Emotional acceptance,Immediate post,All,Intrusion frequency,Self-report questionnaire,yes,56,1,1,1,0.61137," [-0.15, 1.37]",1.58100849,0.113876097,NA,NA,NA,NA,NA
Individual Technique,Film-related rumination,Immediate post,All,Intrusion frequency,Self-report questionnaire,yes,241,3,3,6,-0.01827419," [-0.23, 0.19]",-0.171900604,0.863515672,3.702130311,7.89542E-12,0,1.16275E-08,0.593046972
Individual Technique,Film-related rumination vs. Autobiographical memory elaboration,Immediate post,All,Intrusion frequency,Self-report questionnaire,yes,101,1,1,2,0.073651172," [-0.27, 0.41]",0.424979316,0.670851753,0.922665587,0,5.31295E-12,8.8446E-09,0.336776048
Individual Technique,Imagery re-experience,Immediate post,All,Intrusion frequency,Self-report questionnaire,yes,122,1,1,1,0.37057," [-0.07, 0.81]",1.663612538,0.096189885,NA,NA,NA,NA,NA
Individual Technique,Imaginary re-exposure,Immediate post,All,Intrusion frequency,Self-report questionnaire,yes,56,1,1,1,0.24648," [-0.50, 0.99]",0.649661948,0.515910609,NA,NA,NA,NA,NA
Individual Technique,Sad vs. Humor induction,Immediate post,All,Intrusion frequency,Self-report questionnaire,yes,184,1,1,1,-0.3803," [-0.67, -0.09]",-2.555724863,0.010596687,NA,NA,NA,NA,NA
Individual Technique,Trauma reminder + d-corsi vs. Trauma reminder,Immediate post,All,Intrusion frequency,Self-report questionnaire,yes,107,1,1,1,0.71311," [0.22, 1.20]",2.851006011,0.004358115,NA,NA,NA,NA,NA
Individual Technique,Conceptual processing,Peri,All,Intrusion frequency,Self-report questionnaire,no,73,1,1,1,-0.00617," [-0.57, 0.55]",-0.0215805,0.982782588,NA,NA,NA,NA,NA
Individual Technique,Data-driven processing,Peri,All,Intrusion frequency,Self-report questionnaire,no,73,1,1,1,-0.20534," [-0.77, 0.36]",-0.709434619,0.478054811,NA,NA,NA,NA,NA
Individual Technique,Emotional acceptance,Peri,All,Intrusion frequency,Self-report questionnaire,no,56,1,1,1,0.68118," [0.03, 1.34]",2.041179994,0.041232939,NA,NA,NA,NA,NA
Individual Technique,Emotional numbing,Peri,All,Intrusion frequency,Self-report questionnaire,no,56,1,1,1,0.20936," [-0.44, 0.86]",0.634760794,0.525584437,NA,NA,NA,NA,NA
Individual Technique,Conceptual processing,Peri,All,Intrusion frequency,Self-report questionnaire,yes,73,1,1,1,-0.00617," [-0.57, 0.55]",-0.0215805,0.982782588,NA,NA,NA,NA,NA
Individual Technique,Data-driven processing,Peri,All,Intrusion frequency,Self-report questionnaire,yes,73,1,1,1,-0.20534," [-0.77, 0.36]",-0.709434619,0.478054811,NA,NA,NA,NA,NA
Individual Technique,Emotional acceptance,Peri,All,Intrusion frequency,Self-report questionnaire,yes,56,1,1,1,0.68118," [0.03, 1.34]",2.041179994,0.041232939,NA,NA,NA,NA,NA
Individual Technique,Emotional numbing,Peri,All,Intrusion frequency,Self-report questionnaire,yes,56,1,1,1,0.20936," [-0.44, 0.86]",0.634760794,0.525584437,NA,NA,NA,NA,NA
Individual Technique,Anodal tdcs,Pre,All,Intrusion frequency,Self-report questionnaire,no,118,1,1,1,0.17093," [-0.27, 0.61]",0.763029576,0.445445758,NA,NA,NA,NA,NA
Individual Technique,Cathodal tdcs,Pre,All,Intrusion frequency,Self-report questionnaire,no,118,1,1,1,0.28166," [-0.16, 0.73]",1.23723106,0.216001314,NA,NA,NA,NA,NA
Individual Technique,High vs. Low self efficacy,Pre,All,Intrusion frequency,Self-report questionnaire,no,33,1,1,1,0.79971," [0.09, 1.51]",2.209408284,0.027146255,NA,NA,NA,NA,NA
Individual Technique,Anodal tdcs,Pre,All,Intrusion frequency,Self-report questionnaire,yes,118,1,1,1,0.17093," [-0.27, 0.61]",0.763029576,0.445445758,NA,NA,NA,NA,NA
Individual Technique,Cathodal tdcs,Pre,All,Intrusion frequency,Self-report questionnaire,yes,118,1,1,1,0.28166," [-0.16, 0.73]",1.23723106,0.216001314,NA,NA,NA,NA,NA
Individual Technique,High vs. Low self efficacy,Pre,All,Intrusion frequency,Self-report questionnaire,yes,33,1,1,1,0.79971," [0.09, 1.51]",2.209408284,0.027146255,NA,NA,NA,NA,NA
Individual Technique,Attachment priming,Delayed post,All,Intrusion symptoms,NA,no,69,1,1,1,0.19256," [-0.28, 0.67]",0.79783286,0.424967489,NA,NA,NA,NA,NA
Individual Technique,Cold vs. Warm water stress + trauma reminder,Delayed post,All,Intrusion symptoms,NA,no,63,1,1,1,-0.76759," [-1.39, -0.14]",-2.400450861,0.016374889,NA,NA,NA,NA,NA
Individual Technique,Cold water stress induction + trauma reminder vs. Cold water stress induction,Delayed post,All,Intrusion symptoms,NA,no,63,1,1,1,-0.66198," [-1.28, -0.04]",-2.088609255,0.036742911,NA,NA,NA,NA,NA
Individual Technique,Exercise vs. Trauma reminder + exercise,Delayed post,All,Intrusion symptoms,NA,no,54,1,1,1,-0.20094," [-0.86, 0.45]",-0.601309152,0.547634095,NA,NA,NA,NA,NA
Individual Technique,Tetris,Delayed post,All,Intrusion symptoms,NA,no,72,1,1,1,0.1264," [-0.53, 0.78]",0.378819203,0.704822126,NA,NA,NA,NA,NA
Individual Technique,Tetris + trauma reminder,Delayed post,All,Intrusion symptoms,NA,no,149,1,1,1,-0.38091," [-0.83, 0.07]",-1.64493648,0.099982911,NA,NA,NA,NA,NA
Individual Technique,Trauma reminder,Delayed post,All,Intrusion symptoms,NA,no,72,1,1,1,0," [-0.65, 0.65]",0,1,NA,NA,NA,NA,NA
Individual Technique,Trauma reminder + break + tetris,Delayed post,All,Intrusion symptoms,NA,no,149,1,1,1,0.0025," [-0.44, 0.45]",0.010941607,0.991270035,NA,NA,NA,NA,NA
Individual Technique,Trauma reminder + exercise vs. Trauma reminder,Delayed post,All,Intrusion symptoms,NA,no,54,1,1,1,0.26458," [-0.39, 0.92]",0.790282939,0.429362548,NA,NA,NA,NA,NA
Individual Technique,Trauma reminder + tetris,Delayed post,All,Intrusion symptoms,NA,no,273,2,3,3,0.313467684," [-0.16, 0.78]",1.311170256,0.189800249,4.268185383,0.04519858,0.04519858,52.76650495,0.118351923
Individual Technique,Trauma reminder + tetris vs. Trauma reminder,Delayed post,All,Intrusion symptoms,NA,no,86,1,1,1,0.45339," [-0.07, 0.97]",1.703724499,0.088432569,NA,NA,NA,NA,NA
Individual Technique,Trauma reminder + word game vs. Trauma reminder,Delayed post,All,Intrusion symptoms,NA,no,86,1,1,1,-0.02996," [-0.55, 0.49]",-0.114010245,0.909229672,NA,NA,NA,NA,NA
Individual Technique,Trauma reminder vs. Exercise,Delayed post,All,Intrusion symptoms,NA,no,54,1,1,1,-0.06799," [-0.72, 0.59]",-0.203924627,0.8384124,NA,NA,NA,NA,NA
Individual Technique,Attachment priming,Delayed post,All,Intrusion symptoms,NA,yes,69,1,1,1,0.19256," [-0.28, 0.67]",0.79783286,0.424967489,NA,NA,NA,NA,NA
Individual Technique,Cold water stress induction + trauma reminder vs. Cold water stress induction,Delayed post,All,Intrusion symptoms,NA,yes,63,1,1,1,-0.66198," [-1.28, -0.04]",-2.088609255,0.036742911,NA,NA,NA,NA,NA
Individual Technique,Exercise vs. Trauma reminder + exercise,Delayed post,All,Intrusion symptoms,NA,yes,54,1,1,1,-0.20094," [-0.86, 0.45]",-0.601309152,0.547634095,NA,NA,NA,NA,NA
Individual Technique,Tetris,Delayed post,All,Intrusion symptoms,NA,yes,72,1,1,1,0.1264," [-0.53, 0.78]",0.378819203,0.704822126,NA,NA,NA,NA,NA
Individual Technique,Tetris + trauma reminder,Delayed post,All,Intrusion symptoms,NA,yes,149,1,1,1,-0.38091," [-0.83, 0.07]",-1.64493648,0.099982911,NA,NA,NA,NA,NA
Individual Technique,Trauma reminder,Delayed post,All,Intrusion symptoms,NA,yes,72,1,1,1,0," [-0.65, 0.65]",0,1,NA,NA,NA,NA,NA
Individual Technique,Trauma reminder + break + tetris,Delayed post,All,Intrusion symptoms,NA,yes,149,1,1,1,0.0025," [-0.44, 0.45]",0.010941607,0.991270035,NA,NA,NA,NA,NA
Individual Technique,Trauma reminder + exercise vs. Trauma reminder,Delayed post,All,Intrusion symptoms,NA,yes,54,1,1,1,0.26458," [-0.39, 0.92]",0.790282939,0.429362548,NA,NA,NA,NA,NA
Individual Technique,Trauma reminder + tetris,Delayed post,All,Intrusion symptoms,NA,yes,273,2,3,3,0.313467684," [-0.16, 0.78]",1.311170256,0.189800249,4.268185383,0.04519858,0.04519858,52.76650495,0.118351923
Individual Technique,Trauma reminder + tetris vs. Trauma reminder,Delayed post,All,Intrusion symptoms,NA,yes,86,1,1,1,0.45339," [-0.07, 0.97]",1.703724499,0.088432569,NA,NA,NA,NA,NA
Individual Technique,Trauma reminder + word game vs. Trauma reminder,Delayed post,All,Intrusion symptoms,NA,yes,86,1,1,1,-0.02996," [-0.55, 0.49]",-0.114010245,0.909229672,NA,NA,NA,NA,NA
Individual Technique,Trauma reminder vs. Exercise,Delayed post,All,Intrusion symptoms,NA,yes,54,1,1,1,-0.06799," [-0.72, 0.59]",-0.203924627,0.8384124,NA,NA,NA,NA,NA
Individual Technique,Deceptive placebo,Immediate + delayed post,All,Intrusion symptoms,NA,no,112,1,1,1,0.63675," [0.18, 1.10]",2.707760973,0.006773879,NA,NA,NA,NA,NA
